"date","time","account","text"
"2024-12-10","11:11:22","しずの@ofRKrrWtqa87140","バイト中、マニュアルじゃ対応出来ないような状況を切り抜けた後、先輩とかと「あれってどーすりゃ良かったんですかねぇ？」って感じで話し合って省察するのは結構好き#mgtorg2024"
"2024-12-10","11:12:05","まる@oDApfas7DPvsAp3","高校の時陸上やってたけど、コロナ禍で部活できなくて、自主練しなきゃいけない期間辛かったな。確かに走るのは1人だし、個人の戦いの部分も大きいけど、誰かと一緒に練習して、辛いも楽しいも共有できたから頑張てたな🏃‍♂️#mgtorg2024"
"2024-12-10","11:12:17","harunchu@hamunin331","今になってやりたいことが見つかったから間に合うかわからないし、できるかわからないけどとりあえずやってみようと思う#mgtorg2024"
"2024-12-10","11:14:15","プロガムラー@googlevsapplevs","筋トレもストレッチと収縮が大事#mgtorg2024"
"2024-12-10","11:17:30","ボウルサラダボウル@SiTiMiY4_ch","#mgtorg2024今のガーン😨ってやつ
授業内で効果音を用意しとくの面白そう。
ボタン押すだけみたいに準備しといて"
"2024-12-10","11:19:19","こんぺい@yu813508346040","自分で決断しようとはしているけど、無意識に責任を人任せにしてるのかなーー#mgtorg2024"
"2024-12-10","11:21:19","まる@oDApfas7DPvsAp3","🙅🏻‍♀️「問題は与えられる」という前提
頭を使って色々な選択肢を考ることは大事。けど、やっぱり自分だけではたくさんの場合を考えきれていなかったり、危機管理できてなかったりする。でも、仲間がいて、色んな角度から考えられるし、「これは！？」と教えてくれる。#mgtorg2024"
"2024-12-10","11:22:29","味噌ラーメン@yuta_mgtorg2024","創造性＝自分で考えよう・自分の意見をもとう#mgtorg2024"
"2024-12-10","11:22:35","しずの@ofRKrrWtqa87140","「〜で良いんですか？」ってのは正直自分もよくやる
昔は自分で正しいと思うことを貫けてた気がするけど、小中学で矯正されまくって、不正解ってモノに過度に怯えるようになってしまったんだよな#mgtorg2024"
"2024-12-10","11:22:44","味噌ラーメン@yuta_mgtorg2024","経験学習＝そのための練習？#mgtorg2024"
"2024-12-10","11:22:47","さとう@i029460965472","創造性
×奇抜なことをする
○自分で考える、雰囲気に流されない#mgtorg2024"
"2024-12-10","11:24:16","ペパーミント@If8Rywjdt","「楽しむように働く」。
価値を生み出す、世の中の役に立つことをどうやって楽しんで作れるか。
これこそ「シリアスファン」#mgtorg2024"
"2024-12-10","11:26:22","あもーれ@1sfzWkHIGu6XdGs","1年弱の授業を経て、みんなのツイートの中に少しづつ授業で扱った概念が見え始めてきているのはまさに学習だなぁ。それぞれの意見に沿った形でその概念を扱えているのもすごいことだ。#mgtorg2024"
"2024-12-10","11:26:28","上腕三頭筋@jo13tokin","仕事は他社の役に立つこと
自分がざっくりやりたいことは、やっぱり他者への奉仕というか、他の人のためのものだな〜#mgtorg2024"
"2024-12-10","11:27:18","味噌ラーメン@yuta_mgtorg2024","ルールや状況が同じなら、経験学習が超進む
…けど現実はそんな簡単じゃない！#mgtorg2024"
"2024-12-10","11:27:41","味噌ラーメン@yuta_mgtorg2024","この前の経験からこうすべきだ！ができなくなる感じ？#mgtorg2024"
"2024-12-10","11:28:14","さとう@i029460965472","AI評価でどっちが有利か見れるようになってからちょっとだけ将棋見るようになった#mgtorg2024"
"2024-12-10","11:28:19","あもーれ@1sfzWkHIGu6XdGs","最近のFPSや格闘ゲームといったオンラインゲームとかだとよくルールとかの調整が定期的に入ってる気がする。その道のプロは適応的熟達者なのかも？#mgtorg2024"
"2024-12-10","11:28:57","ボウルサラダボウル@SiTiMiY4_ch","#mgtorg2024スマブラのスティーブを使えないベテランみたいな感じか"
"2024-12-10","11:30:27","けいたつ I 若者の機会損失をゼロにする@_kk_marumaru","特に国の法規制なども頻繁に変わってるから常に学び情報収集し続けないと終わるよねぇ#mgtorg2024"
"2024-12-10","11:30:51","ペパーミント@If8Rywjdt","「何かを捨て去る」ことも大事#mgtorg2024"
"2024-12-10","11:31:06","味噌ラーメン@yuta_mgtorg2024","外部環境が変化して使えなくなった習慣や価値観を切り替える、という意味での棄却#mgtorg2024"
"2024-12-10","11:31:08","あもーれ@1sfzWkHIGu6XdGs","時代の変化、ゲームルールの変更の中で徐々にパイが小さくなる既存のフィールドを探し続けるのか、新しいフィールドに足を踏み込み適応し続けるのか。自身のエネルギーをどっちに使うかで10年先は大きく違いそうだね。#mgtorg2024"
"2024-12-10","11:31:09","インドアなアウトドア派@indoornaoutdoor","ゲームの変更で、自分の知識を捨てるのはなかなか勇気のいることだなぁ...#mgtorg2024"
"2024-12-10","11:31:21","ペパーミント@If8Rywjdt","「変化」に対応する。
自分の常識を変えることも必要#mgtorg2024"
"2024-12-10","11:31:24","味噌ラーメン@yuta_mgtorg2024","今日の正解が明日の不正解になり得るってことか#mgtorg2024"
"2024-12-10","11:32:15","しずの@ofRKrrWtqa87140","紙のTCGと、僅かにルールが異なるアプリ版のDCGがあって、ずーっとDCGやってた人が紙版を始めてくれた。でもDCGの方のルールにめちゃくちゃ囚われてて「なんでそんなに出来ないんだ…？」って不思議に思ってたけど…自分が思ってるよりも、蓄積したモノの影響って重いのかな#mgtorg2024"
"2024-12-10","11:32:24","まめきち@mamekiti_hamham","成功体験に頼りたくなる
もう一回やりたいって思うけどその経験を捨ててまたやり方を試行錯誤する段階に戻る勇気をもたないといけない#mgtorg2024"
"2024-12-10","11:33:15","インドアなアウトドア派@indoornaoutdoor","自分の学んだ知識を捨てることで今まで何をやっていたんだろうという虚無感に浸ってしまうかも...#mgtorg2024"
"2024-12-10","11:33:17","味噌ラーメン@yuta_mgtorg2024","捨てる＝やめる、ではなく、変化する・変わる、という感じ？#mgtorg2024"
"2024-12-10","11:33:41","まる@oDApfas7DPvsAp3","日本、過去に縋ってる？#mgtorg2024"
"2024-12-10","11:34:08","ぽぽ@XcClFOZXcL85543","今までのやり方を捨てるのって、今までの自分が間違っていたと認めるような気がしてしまう

でもそんなことはなくて、新しいやり方に切り替えることでさらに成長できるはず
できるようになりたい#mgtorg2024"
"2024-12-10","11:34:15","上腕三頭筋@jo13tokin","アンラーニング！なるほど！
禅のマスター、Oshoも「知識は死んだもの、ガラクタだ。捨てねばならない。そして自分の中から湧き上がったものだけを残せ。」みたいなこと言ってた！#mgtorg2024"
"2024-12-10","11:34:57","あもーれ@1sfzWkHIGu6XdGs","これか？www2.nhk.or.jp/archives/movie…#mgtorg2024"
"2024-12-10","11:35:30","まる@oDApfas7DPvsAp3","前に上手くいったものがあると、新しいことに挑戦するより前と同じことをやろうとする。でもやっぱり難しくても挑戦を選びたいし、その方が面白い。
迷ったら難しい方、面白い方、挑戦できる方を選ぶ！
てかそもそも、前に上手くいったからって、次も上手くいくとは限らないのにね。#mgtorg2024"
